Source,Target,Weight,Type
knyazhnin-neudachnyj-primiritel_fem,knyazhnin-neudachnyj-primiritel_male,3,undirected
knyazhnin-neudachnyj-primiritel_fem,knyazhnin-traur_male,2,undirected
knyazhnin-neudachnyj-primiritel_male,bulgakov-vojna-i-mir_male,2,undirected
knyazhnin-neudachnyj-primiritel_male,fonvizin-brigadir_male,2,undirected
knyazhnin-neudachnyj-primiritel_male,knyazhnin-neudachnyj-primiritel_fem,3,undirected
knyazhnin-neudachnyj-primiritel_male,knyazhnin-traur_male,6,undirected
knyazhnin-neudachnyj-primiritel_male,sumarokov-tresotinius_fem,2,undirected
knyazhnin-olga_fem,gumilyov-ditja-allaha_fem,2,undirected
knyazhnin-olga_fem,knyazhnin-didona_male,1,undirected
knyazhnin-olga_fem,knyazhnin-olga_male,5,undirected
knyazhnin-olga_fem,knyazhnin-vadim-novgorodskij_male,2,undirected
knyazhnin-olga_male,knyazhnin-olga_fem,5,undirected
knyazhnin-olga_male,knyazhnin-rosslav_male,1,undirected
knyazhnin-olga_male,knyazhnin-vadim-novgorodskij_male,6,undirected
knyazhnin-olga_male,plavilshchikov-ermak-pokoritel-sibiri_male,2,undirected
knyazhnin-rosslav_fem,blok-korol-na-ploschadi_fem,1,undirected
knyazhnin-rosslav_fem,knyazhnin-didona_male,1,undirected
knyazhnin-rosslav_fem,knyazhnin-vadim-novgorodskij_fem,2,undirected
knyazhnin-rosslav_fem,sumarokov-semira_male,3,undirected
knyazhnin-rosslav_male,ekaterina-vtoraja-iz-zhizni-rjurika_fem,1,undirected
knyazhnin-rosslav_male,kapnist-antigona_fem,2,undirected
knyazhnin-rosslav_male,kapnist-antigona_male,1,undirected
knyazhnin-rosslav_male,knyazhnin-didona_fem,4,undirected
knyazhnin-rosslav_male,knyazhnin-didona_male,6,undirected
knyazhnin-rosslav_male,knyazhnin-olga_male,1,undirected
knyazhnin-rosslav_male,knyazhnin-vadim-novgorodskij_fem,3,undirected
knyazhnin-rosslav_male,knyazhnin-vadim-novgorodskij_male,3,undirected
knyazhnin-traur_fem,knyazhnin-traur_male,2,undirected
knyazhnin-traur_fem,turgenev-neostorozhnost_fem,3,undirected
knyazhnin-traur_fem,turgenev-neostorozhnost_male,1,undirected
knyazhnin-traur_male,fonvizin-vybor-guvernera_fem,2,undirected
knyazhnin-traur_male,fonvizin-vybor-guvernera_male,1,undirected
knyazhnin-traur_male,knyazhnin-neudachnyj-primiritel_fem,2,undirected
knyazhnin-traur_male,knyazhnin-neudachnyj-primiritel_male,6,undirected
knyazhnin-traur_male,knyazhnin-traur_fem,2,undirected
knyazhnin-traur_male,krylov-prokazniki_fem,3,undirected
knyazhnin-traur_male,krylov-prokazniki_male,2,undirected
knyazhnin-traur_male,lermontov-strannyj-chelovek_fem,1,undirected
knyazhnin-vadim-novgorodskij_fem,knyazhnin-didona_male,2,undirected
knyazhnin-vadim-novgorodskij_fem,knyazhnin-rosslav_fem,2,undirected
knyazhnin-vadim-novgorodskij_fem,knyazhnin-rosslav_male,3,undirected
knyazhnin-vadim-novgorodskij_fem,knyazhnin-vadim-novgorodskij_male,1,undirected
knyazhnin-vadim-novgorodskij_male,kapnist-antigona_fem,1,undirected
knyazhnin-vadim-novgorodskij_male,kapnist-antigona_male,2,undirected
knyazhnin-vadim-novgorodskij_male,kheraskov-venecianskaya-monahinya_fem,2,undirected
knyazhnin-vadim-novgorodskij_male,knyazhnin-didona_male,4,undirected
knyazhnin-vadim-novgorodskij_male,knyazhnin-olga_fem,2,undirected
knyazhnin-vadim-novgorodskij_male,knyazhnin-olga_male,6,undirected
knyazhnin-vadim-novgorodskij_male,knyazhnin-rosslav_male,3,undirected
knyazhnin-vadim-novgorodskij_male,knyazhnin-vadim-novgorodskij_fem,1,undirected
knyazhnin-vadim-novgorodskij_male,lomonosov-tamira-i-selim_male,2,undirected
knyazhnin-vadim-novgorodskij_male,majkov-femist-i-ieronima_fem,3,undirected
knyazhnin-vadim-novgorodskij_male,majkov-femist-i-ieronima_male,1,undirected
knyazhnin-vadim-novgorodskij_male,pushkin-pir-vo-vremja-chumy_male,1,undirected
kokoshkin-vospitanie_fem,kokoshkin-vospitanie_male,6,undirected
kokoshkin-vospitanie_fem,shakhovskoy-urok-koketkam_male,2,undirected
kokoshkin-vospitanie_fem,zagoskin-blagorodnyj-teatr_male,1,undirected
kokoshkin-vospitanie_male,kapnist-yabeda_male,4,undirected
kokoshkin-vospitanie_male,kokoshkin-vospitanie_fem,6,undirected
kokoshkin-vospitanie_male,sudovshchikov-neslyhannoe-divo_male,1,undirected
kropotov-fomushka_fem,knyazhnin-chudaki_male,1,undirected
kropotov-fomushka_fem,kropotov-fomushka_male,5,undirected
kropotov-fomushka_fem,lermontov-strannyj-chelovek_fem,2,undirected
kropotov-fomushka_male,ekaterina-vtoraja-o-vremja_fem,1,undirected
kropotov-fomushka_male,fonvizin-brigadir_male,1,undirected
kropotov-fomushka_male,fonvizin-nedorosl_male,3,undirected
kropotov-fomushka_male,kropotov-fomushka_fem,5,undirected
kropotov-fomushka_male,sumarokov-chudovischi_fem,1,undirected
kropotov-fomushka_male,sumarokov-chudovischi_male,2,undirected
kropotov-fomushka_male,sumarokov-tresotinius_male,3,undirected
krylov-amerikantsy_fem,kheraskov-osvobozhdennaja-moskva_fem,1,undirected
krylov-amerikantsy_fem,kheraskov-osvobozhdennaja-moskva_male,2,undirected
krylov-amerikantsy_fem,krylov-amerikantsy_male,6,undirected
krylov-amerikantsy_male,blok-korol-na-ploschadi_male,2,undirected
krylov-amerikantsy_male,krylov-amerikantsy_fem,6,undirected
krylov-amerikantsy_male,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_fem,2,undirected
krylov-amerikantsy_male,petrov-ostrov-mira_male,1,undirected
krylov-amerikantsy_male,tolstoy-tsar-boris_male,2,undirected
krylov-filomela_fem,blok-balaganchik_male,3,undirected
krylov-filomela_fem,glinka-velzen_fem,3,undirected
krylov-filomela_fem,kheraskov-plamena_male,1,undirected
krylov-filomela_fem,krylov-filomela_male,6,undirected
krylov-filomela_fem,plavilshchikov-ermak-pokoritel-sibiri_fem,2,undirected
krylov-filomela_fem,plavilshchikov-ermak-pokoritel-sibiri_male,1,undirected
krylov-filomela_fem,prutkov-spor-drevnih-grecheskih-filosofov_male,2,undirected
krylov-filomela_fem,pushkin-pir-vo-vremja-chumy_fem,2,undirected
krylov-filomela_fem,sumarokov-sinav-i-truvor_male,2,undirected
krylov-filomela_male,krylov-filomela_fem,6,undirected
krylov-filomela_male,plavilshchikov-ermak-pokoritel-sibiri_fem,1,undirected
krylov-filomela_male,sumarokov-dimitrij-samozvanets_male,5,undirected
krylov-filomela_male,sumarokov-sinav-i-truvor_male,1,undirected
krylov-modnaja-lavka_fem,krylov-modnaja-lavka_male,6,undirected
krylov-modnaja-lavka_fem,krylov-pirog_fem,3,undirected
krylov-modnaja-lavka_fem,krylov-urok-dochkam_fem,3,undirected
krylov-modnaja-lavka_fem,ostrovsky-bez-viny-vinovatye_male,2,undirected
krylov-modnaja-lavka_fem,ostrovsky-les_male,1,undirected
krylov-modnaja-lavka_male,krylov-modnaja-lavka_fem,6,undirected
krylov-modnaja-lavka_male,krylov-pirog_fem,2,undirected
krylov-modnaja-lavka_male,krylov-pirog_male,2,undirected
krylov-modnaja-lavka_male,krylov-podschipa-ili-trumf_male,1,undirected
krylov-modnaja-lavka_male,krylov-urok-dochkam_male,3,undirected
krylov-modnaja-lavka_male,ostrovsky-les_male,2,undirected
krylov-modnaja-lavka_male,plavilshchikov-sgovor-kutejkina_fem,3,undirected
krylov-modnaja-lavka_male,prutkov-fantaziya_fem,2,undirected
krylov-pirog_fem,krylov-modnaja-lavka_fem,3,undirected
krylov-pirog_fem,krylov-modnaja-lavka_male,2,undirected
krylov-pirog_fem,krylov-pirog_male,1,undirected
krylov-pirog_male,krylov-modnaja-lavka_male,2,undirected
krylov-pirog_male,krylov-pirog_fem,1,undirected
krylov-pirog_male,krylov-prokazniki_male,3,undirected
krylov-pirog_male,ostrovsky-les_male,2,undirected
krylov-podschipa-ili-trumf_fem,ostrovsky-snegurochka_fem,1,undirected
krylov-podschipa-ili-trumf_fem,tolstoy-smert-ioanna-groznogo_male,2,undirected
krylov-podschipa-ili-trumf_fem,tolstoy-tsar-boris_male,3,undirected
krylov-podschipa-ili-trumf_male,kedrin-rembrandt_male,2,undirected
krylov-podschipa-ili-trumf_male,krylov-modnaja-lavka_male,1,undirected
krylov-podschipa-ili-trumf_male,sudovshchikov-neslyhannoe-divo_male,3,undirected
krylov-prokazniki_fem,fonvizin-brigadir_fem,2,undirected
krylov-prokazniki_fem,knyazhnin-traur_male,3,undirected
krylov-prokazniki_fem,krylov-prokazniki_male,6,undirected
krylov-prokazniki_fem,lermontov-menschen-und-leidenschaften_fem,4,undirected
krylov-prokazniki_male,knyazhnin-traur_male,2,undirected
krylov-prokazniki_male,krylov-pirog_male,3,undirected
krylov-prokazniki_male,krylov-prokazniki_fem,6,undirected
krylov-prokazniki_male,krylov-sonnyj-poroshok_male,1,undirected
krylov-prokazniki_male,lermontov-strannyj-chelovek_fem,2,undirected
krylov-prokazniki_male,ostrovsky-beshenye-dengi_male,2,undirected
krylov-prokazniki_male,ostrovsky-bez-viny-vinovatye_male,1,undirected
krylov-sonnyj-poroshok_fem,knyazhnin-hvastun_fem,2,undirected
krylov-sonnyj-poroshok_fem,knyazhnin-hvastun_male,3,undirected
krylov-sonnyj-poroshok_fem,krylov-sonnyj-poroshok_male,1,undirected
krylov-sonnyj-poroshok_male,knyazhnin-chudaki_male,3,undirected
krylov-sonnyj-poroshok_male,krylov-prokazniki_male,1,undirected
krylov-sonnyj-poroshok_male,krylov-sonnyj-poroshok_fem,1,undirected
krylov-sonnyj-poroshok_male,rostopchina-neludimka_fem,2,undirected
krylov-urok-dochkam_fem,krylov-modnaja-lavka_fem,3,undirected
krylov-urok-dochkam_fem,krylov-urok-dochkam_male,2,undirected
krylov-urok-dochkam_fem,mayakovsky-misteriya-buff_male,1,undirected
krylov-urok-dochkam_male,chekhov-na-bolshoi-doroge_fem,1,undirected
krylov-urok-dochkam_male,chekhov-na-bolshoi-doroge_male,2,undirected
krylov-urok-dochkam_male,krylov-modnaja-lavka_male,3,undirected
krylov-urok-dochkam_male,krylov-urok-dochkam_fem,2,undirected
krylov-urok-dochkam_male,ostrovsky-beshenye-dengi_male,1,undirected
lazhechnikov-okopirovalsya_fem,lazhechnikov-okopirovalsya_male,6,undirected
lazhechnikov-okopirovalsya_fem,leskov-rastochitel_male,2,undirected
lazhechnikov-okopirovalsya_fem,ostrovsky-les_male,1,undirected
lazhechnikov-okopirovalsya_male,griboyedov-gore-ot-uma_male,2,undirected
lazhechnikov-okopirovalsya_male,lazhechnikov-okopirovalsya_fem,6,undirected
lazhechnikov-okopirovalsya_male,mayakovsky-misteriya-buff_fem,1,undirected
lazhechnikov-okopirovalsya_male,ostrovsky-trudovoj-hleb_male,1,undirected
lazhechnikov-okopirovalsya_male,plavilshchikov-sgovor-kutejkina_male,2,undirected
lensky-horosha-i-durna_fem,lensky-horosha-i-durna_male,2,undirected
lensky-horosha-i-durna_fem,ostrovsky-beshenye-dengi_male,1,undirected
lensky-horosha-i-durna_fem,ostrovsky-bez-viny-vinovatye_fem,3,undirected
lensky-horosha-i-durna_male,lensky-horosha-i-durna_fem,2,undirected
lensky-horosha-i-durna_male,ostrovsky-bez-viny-vinovatye_fem,2,undirected
lensky-horosha-i-durna_male,ostrovsky-bez-viny-vinovatye_male,3,undirected
lensky-horosha-i-durna_male,ostrovsky-volki-i-ovtsy_male,1,undirected
lermontov-maskarad_fem,lermontov-maskarad_male,4,undirected
lermontov-maskarad_fem,pisarev-naslednica_fem,1,undirected
lermontov-maskarad_fem,rostopchina-neludimka_fem,1,undirected
lermontov-maskarad_fem,shakhovskoy-urok-koketkam_fem,2,undirected
lermontov-maskarad_male,afinogenov-mashenka_male,2,undirected
lermontov-maskarad_male,khmelnitsky-govorun_male,3,undirected
lermontov-maskarad_male,lermontov-maskarad_fem,4,undirected
lermontov-maskarad_male,pushkin-kamenniy-gost_male,3,undirected
lermontov-maskarad_male,pushkin-mocart-i-saleri_male,3,undirected
lermontov-maskarad_male,rostopchina-neludimka_fem,5,undirected
lermontov-maskarad_male,rostopchina-neludimka_male,1,undirected
lermontov-maskarad_male,turgenev-neostorozhnost_male,1,undirected
lermontov-menschen-und-leidenschaften_fem,krylov-prokazniki_fem,4,undirected
lermontov-menschen-und-leidenschaften_fem,lermontov-strannyj-chelovek_fem,2,undirected
lermontov-menschen-und-leidenschaften_fem,lermontov-strannyj-chelovek_male,1,undirected
lermontov-menschen-und-leidenschaften_male,ekaterina-vtoraja-rasstroennaja-semja_fem,1,undirected
lermontov-menschen-und-leidenschaften_male,knyazhnin-chudaki_male,1,undirected
lermontov-menschen-und-leidenschaften_male,lermontov-strannyj-chelovek_fem,2,undirected
lermontov-menschen-und-leidenschaften_male,lermontov-strannyj-chelovek_male,6,undirected
lermontov-strannyj-chelovek_fem,knyazhnin-traur_male,1,undirected
lermontov-strannyj-chelovek_fem,kropotov-fomushka_fem,2,undirected
lermontov-strannyj-chelovek_fem,krylov-prokazniki_male,2,undirected
lermontov-strannyj-chelovek_fem,lermontov-menschen-und-leidenschaften_fem,2,undirected
lermontov-strannyj-chelovek_fem,lermontov-menschen-und-leidenschaften_male,2,undirected
lermontov-strannyj-chelovek_fem,lermontov-strannyj-chelovek_male,5,undirected
lermontov-strannyj-chelovek_fem,tolstoy-smert-ioanna-groznogo_fem,1,undirected
lermontov-strannyj-chelovek_fem,tolstoy-zhivoy-trup_fem,2,undirected
lermontov-strannyj-chelovek_male,fonvizin-nedorosl_male,1,undirected
lermontov-strannyj-chelovek_male,lermontov-menschen-und-leidenschaften_fem,1,undirected
lermontov-strannyj-chelovek_male,lermontov-menschen-und-leidenschaften_male,6,undirected
lermontov-strannyj-chelovek_male,lermontov-strannyj-chelovek_fem,5,undirected
leskov-rastochitel_fem,leskov-rastochitel_male,3,undirected
leskov-rastochitel_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,2,undirected
leskov-rastochitel_fem,ostrovsky-les_male,1,undirected
leskov-rastochitel_male,bulgakov-dni-turbinyh_male,3,undirected
leskov-rastochitel_male,bulgakov-vojna-i-mir_male,2,undirected
leskov-rastochitel_male,ekaterina-vtoraja-o-vremja_fem,2,undirected
leskov-rastochitel_male,fonvizin-nedorosl_fem,1,undirected
leskov-rastochitel_male,gogol-revizor_fem,1,undirected
leskov-rastochitel_male,gogol-teatralnyi-razezd_male,1,undirected
leskov-rastochitel_male,lazhechnikov-okopirovalsya_fem,2,undirected
leskov-rastochitel_male,leskov-rastochitel_fem,3,undirected
leskov-rastochitel_male,mayakovsky-misteriya-buff_male,2,undirected
leskov-rastochitel_male,ostrovsky-trudovoj-hleb_male,1,undirected
leskov-rastochitel_male,pisemskij-gorkaja-sudbina_fem,1,undirected
leskov-rastochitel_male,pisemskij-gorkaja-sudbina_male,1,undirected
leskov-rastochitel_male,plavilshchikov-sgovor-kutejkina_male,3,undirected
leskov-rastochitel_male,pushkin-stseny-iz-rytsarskih-vremen_male,3,undirected
leskov-rastochitel_male,sukhovo-kobylin-delo_male,3,undirected
lomonosov-demofont_fem,lomonosov-demofont_male,6,undirected
lomonosov-demofont_fem,lomonosov-tamira-i-selim_fem,4,undirected
lomonosov-demofont_fem,majkov-agriopa_fem,1,undirected
lomonosov-demofont_fem,sumarokov-sinav-i-truvor_fem,1,undirected
lomonosov-demofont_male,knyazhnin-didona_male,2,undirected
lomonosov-demofont_male,lomonosov-demofont_fem,6,undirected
lomonosov-demofont_male,lomonosov-tamira-i-selim_male,2,undirected
lomonosov-tamira-i-selim_fem,lomonosov-demofont_fem,4,undirected
lomonosov-tamira-i-selim_fem,lomonosov-tamira-i-selim_male,3,undirected
lomonosov-tamira-i-selim_fem,sumarokov-gamlet_fem,1,undirected
lomonosov-tamira-i-selim_male,ekaterina-vtoraja-iz-zhizni-rjurika_fem,2,undirected
lomonosov-tamira-i-selim_male,ekaterina-vtoraja-iz-zhizni-rjurika_male,2,undirected
lomonosov-tamira-i-selim_male,glinka-velzen_fem,2,undirected
lomonosov-tamira-i-selim_male,gumilyov-ditja-allaha_male,1,undirected
lomonosov-tamira-i-selim_male,knyazhnin-vadim-novgorodskij_male,2,undirected
lomonosov-tamira-i-selim_male,lomonosov-demofont_male,2,undirected
lomonosov-tamira-i-selim_male,lomonosov-tamira-i-selim_fem,3,undirected
lomonosov-tamira-i-selim_male,sumarokov-horev_male,3,undirected
majkov-agriopa_fem,kheraskov-venecianskaya-monahinya_fem,3,undirected
majkov-agriopa_fem,lomonosov-demofont_fem,1,undirected
majkov-agriopa_fem,sumarokov-artistona_fem,2,undirected
majkov-agriopa_male,fonvizin-korion_male,2,undirected
majkov-agriopa_male,majkov-femist-i-ieronima_male,6,undirected
majkov-agriopa_male,sumarokov-artistona_male,1,undirected
majkov-agriopa_male,sumarokov-semira_male,2,undirected
majkov-femist-i-ieronima_fem,knyazhnin-vadim-novgorodskij_male,3,undirected
majkov-femist-i-ieronima_fem,sumarokov-horev_male,2,undirected
majkov-femist-i-ieronima_fem,sumarokov-sinav-i-truvor_male,1,undirected
majkov-femist-i-ieronima_male,kheraskov-plamena_male,2,undirected
majkov-femist-i-ieronima_male,knyazhnin-vadim-novgorodskij_male,1,undirected
majkov-femist-i-ieronima_male,majkov-agriopa_male,6,undirected
majkov-femist-i-ieronima_male,plavilshchikov-ermak-pokoritel-sibiri_male,3,undirected
mamin-sibirjak-malenkaja-pravda_fem,bulgakov-beg_male,2,undirected
mamin-sibirjak-malenkaja-pravda_fem,mamin-sibirjak-malenkaja-pravda_male,5,undirected
mamin-sibirjak-malenkaja-pravda_fem,ostrovsky-bednaja-nevesta_male,2,undirected
mamin-sibirjak-malenkaja-pravda_male,mamin-sibirjak-malenkaja-pravda_fem,5,undirected
mamin-sibirjak-malenkaja-pravda_male,mamin-sibirjak-zolotopromyshlenniki_fem,3,undirected
mamin-sibirjak-malenkaja-pravda_male,mamin-sibirjak-zolotopromyshlenniki_male,6,undirected
mamin-sibirjak-malenkaja-pravda_male,turgenev-holostjak_male,4,undirected
mamin-sibirjak-zolotopromyshlenniki_fem,mamin-sibirjak-malenkaja-pravda_male,3,undirected
mamin-sibirjak-zolotopromyshlenniki_fem,mamin-sibirjak-zolotopromyshlenniki_male,3,undirected
mamin-sibirjak-zolotopromyshlenniki_fem,ostrovsky-groza_fem,1,undirected
mamin-sibirjak-zolotopromyshlenniki_male,mamin-sibirjak-malenkaja-pravda_male,6,undirected
mamin-sibirjak-zolotopromyshlenniki_male,mamin-sibirjak-zolotopromyshlenniki_fem,3,undirected
mamin-sibirjak-zolotopromyshlenniki_male,ostrovsky-tyazhelye-dni_male,2,undirected
mamin-sibirjak-zolotopromyshlenniki_male,ostrovsky-za-chem-pojdesh-to-i-najdesh_male,1,undirected
mayakovsky-banja_fem,bulgakov-dni-turbinyh_male,2,undirected
mayakovsky-banja_fem,mayakovsky-banja_male,3,undirected
mayakovsky-banja_fem,mayakovsky-klop_male,1,undirected
mayakovsky-banja_fem,tretyakov-protivogazy_fem,1,undirected
mayakovsky-banja_male,bulgakov-beg_male,3,undirected
mayakovsky-banja_male,bulgakov-dni-turbinyh_male,1,undirected
mayakovsky-banja_male,chekhov-svadba_male,1,undirected
mayakovsky-banja_male,mayakovsky-banja_fem,3,undirected
mayakovsky-banja_male,mayakovsky-klop_male,5,undirected
mayakovsky-klop_fem,bulgakov-zojkina-kvartira_male,2,undirected
mayakovsky-klop_fem,chekhov-svadba_male,1,undirected
mayakovsky-klop_fem,mayakovsky-klop_male,3,undirected
mayakovsky-klop_male,babel-zakat_male,1,undirected
mayakovsky-klop_male,bulgakov-zojkina-kvartira_male,2,undirected
mayakovsky-klop_male,chekhov-tatjana-repina_male,1,undirected
mayakovsky-klop_male,chekhov-tragik-ponevole_male,2,undirected
mayakovsky-klop_male,khlebnikov-snezhimochka_male,1,undirected
mayakovsky-klop_male,mayakovsky-banja_fem,1,undirected
mayakovsky-klop_male,mayakovsky-banja_male,5,undirected
mayakovsky-klop_male,mayakovsky-klop_fem,3,undirected
mayakovsky-klop_male,nekrasov-zabrakovannye_fem,2,undirected
mayakovsky-klop_male,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,1,undirected
mayakovsky-klop_male,prutkov-oprometchivyj-turka_male,3,undirected
mayakovsky-misteriya-buff_fem,lazhechnikov-okopirovalsya_male,1,undirected
mayakovsky-misteriya-buff_fem,mayakovsky-misteriya-buff_male,3,undirected
mayakovsky-misteriya-buff_fem,merezhkovsky-pavel-pervyj_male,2,undirected
mayakovsky-misteriya-buff_male,chekhov-svadba_male,3,undirected
mayakovsky-misteriya-buff_male,krylov-urok-dochkam_fem,1,undirected
mayakovsky-misteriya-buff_male,leskov-rastochitel_male,2,undirected
mayakovsky-misteriya-buff_male,mayakovsky-misteriya-buff_fem,3,undirected
mayakovsky-misteriya-buff_male,merezhkovsky-pavel-pervyj_male,1,undirected
mayakovsky-misteriya-buff_male,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,3,undirected
mayakovsky-misteriya-buff_male,ostrovsky-snegurochka_male,1,undirected
merezhkovsky-pavel-pervyj_fem,bulgakov-beg_fem,1,undirected
merezhkovsky-pavel-pervyj_fem,gorky-egor-bulychov-i-drugie_male,2,undirected
merezhkovsky-pavel-pervyj_fem,merezhkovsky-pavel-pervyj_male,3,undirected
merezhkovsky-pavel-pervyj_male,andreyev-ne-ubiy_male,1,undirected
merezhkovsky-pavel-pervyj_male,bulgakov-beg_male,2,undirected
merezhkovsky-pavel-pervyj_male,bulgakov-dni-turbinyh_male,1,undirected
merezhkovsky-pavel-pervyj_male,chekhov-na-bolshoi-doroge_male,2,undirected
merezhkovsky-pavel-pervyj_male,chekhov-svadba_male,2,undirected
merezhkovsky-pavel-pervyj_male,gorky-egor-bulychov-i-drugie_male,6,undirected
merezhkovsky-pavel-pervyj_male,khlebnikov-snezhimochka_male,2,undirected
merezhkovsky-pavel-pervyj_male,mayakovsky-misteriya-buff_fem,2,undirected
merezhkovsky-pavel-pervyj_male,mayakovsky-misteriya-buff_male,1,undirected
merezhkovsky-pavel-pervyj_male,merezhkovsky-pavel-pervyj_fem,3,undirected
merezhkovsky-pavel-pervyj_male,tolstoy-vlast-tmy_male,2,undirected
merezhkovsky-pavel-pervyj_male,tretyakov-protivogazy_male,3,undirected
naydyonov-deti-vanjushina_fem,naydyonov-deti-vanjushina_male,2,undirected
naydyonov-deti-vanjushina_fem,ostrovsky-bespridannitsa_male,3,undirected
naydyonov-deti-vanjushina_fem,ostrovsky-les_male,1,undirected
naydyonov-deti-vanjushina_male,bulgakov-dni-turbinyh_male,2,undirected
naydyonov-deti-vanjushina_male,chekhov-leshii_fem,3,undirected
naydyonov-deti-vanjushina_male,naydyonov-deti-vanjushina_fem,2,undirected
naydyonov-deti-vanjushina_male,ostrovsky-poslednyaya-zhertva_male,1,undirected
nekrasov-akter_fem,bulgakov-zojkina-kvartira_male,2,undirected
nekrasov-akter_fem,kedrin-rembrandt_male,3,undirected
nekrasov-akter_fem,ostrovsky-pozdnyaya-lyubov_fem,1,undirected
nekrasov-akter_male,nekrasov-shila-v-meshke-ne-utaish_male,3,undirected
nekrasov-akter_male,ostrovsky-beshenye-dengi_male,2,undirected
nekrasov-akter_male,ostrovsky-bespridannitsa_male,3,undirected
nekrasov-akter_male,ostrovsky-trudovoj-hleb_male,1,undirected
nekrasov-junost-lomonosova_fem,glinka-velzen_fem,1,undirected
nekrasov-junost-lomonosova_fem,ostrovsky-snegurochka_fem,2,undirected
nekrasov-junost-lomonosova_fem,prutkov-spor-drevnih-grecheskih-filosofov_male,3,undirected
nekrasov-junost-lomonosova_male,fonvizin-nedorosl_male,1,undirected
nekrasov-junost-lomonosova_male,knyazhnin-chudaki_male,2,undirected
nekrasov-junost-lomonosova_male,nikolev-samolyubivyj-stihotvorec_male,3,undirected
nekrasov-shila-v-meshke-ne-utaish_fem,ostrovsky-bespridannitsa_fem,2,undirected
nekrasov-shila-v-meshke-ne-utaish_fem,ostrovsky-bez-viny-vinovatye_fem,3,undirected
nekrasov-shila-v-meshke-ne-utaish_fem,ostrovsky-les_fem,1,undirected
nekrasov-shila-v-meshke-ne-utaish_male,gogol-revizor_male,1,undirected
nekrasov-shila-v-meshke-ne-utaish_male,nekrasov-akter_male,3,undirected
nekrasov-shila-v-meshke-ne-utaish_male,ostrovsky-beshenye-dengi_male,2,undirected
nekrasov-zabrakovannye_fem,gogol-utro-delovogo-cheloveka_fem,3,undirected
nekrasov-zabrakovannye_fem,gumilyov-don-zhuan-v-egipte_fem,2,undirected
nekrasov-zabrakovannye_fem,gumilyov-gondla_male,1,undirected
nekrasov-zabrakovannye_fem,mayakovsky-klop_male,2,undirected
nekrasov-zabrakovannye_fem,prutkov-spor-drevnih-grecheskih-filosofov_male,6,undirected
nekrasov-zabrakovannye_male,kedrin-rembrandt_fem,3,undirected
nekrasov-zabrakovannye_male,kedrin-rembrandt_male,2,undirected
nekrasov-zabrakovannye_male,ostrovsky-snegurochka_fem,1,undirected
nekrasov-zabrakovannye_male,pushkin-boris-godunov_male,3,undirected
nikolev-samolyubivyj-stihotvorec_fem,nikolev-samolyubivyj-stihotvorec_male,3,undirected
nikolev-samolyubivyj-stihotvorec_fem,shakhovskoy-urok-koketkam_male,1,undirected
nikolev-samolyubivyj-stihotvorec_fem,sudovshchikov-neslyhannoe-divo_male,2,undirected
nikolev-samolyubivyj-stihotvorec_male,fonvizin-nedorosl_male,1,undirected
nikolev-samolyubivyj-stihotvorec_male,knyazhnin-chudaki_male,2,undirected
nikolev-samolyubivyj-stihotvorec_male,nekrasov-junost-lomonosova_male,3,undirected
nikolev-samolyubivyj-stihotvorec_male,nikolev-samolyubivyj-stihotvorec_fem,3,undirected
nikolev-samolyubivyj-stihotvorec_male,sudovshchikov-neslyhannoe-divo_male,6,undirected
ostrovsky-bednaja-nevesta_fem,gogol-otryvok_fem,1,undirected
ostrovsky-bednaja-nevesta_fem,ostrovsky-bednaja-nevesta_male,3,undirected
ostrovsky-bednaja-nevesta_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,3,undirected
ostrovsky-bednaja-nevesta_fem,ostrovsky-les_fem,3,undirected
ostrovsky-bednaja-nevesta_fem,ostrovsky-na-bojkom-meste_fem,2,undirected
ostrovsky-bednaja-nevesta_fem,ostrovsky-ne-v-svoi-sani-ne-sadis_fem,6,undirected
ostrovsky-bednaja-nevesta_fem,ostrovsky-neozhidannyj-sluchaj_male,3,undirected
ostrovsky-bednaja-nevesta_fem,ostrovsky-poslednyaya-zhertva_fem,1,undirected
ostrovsky-bednaja-nevesta_fem,ostrovsky-shutniki_fem,1,undirected
ostrovsky-bednaja-nevesta_fem,ostrovsky-volki-i-ovtsy_fem,2,undirected
ostrovsky-bednaja-nevesta_fem,ostrovsky-vospitannica_fem,2,undirected
ostrovsky-bednaja-nevesta_fem,turgenev-holostjak_fem,2,undirected
ostrovsky-bednaja-nevesta_fem,turgenev-zavtrak-u-predvoditelja_fem,3,undirected
ostrovsky-bednaja-nevesta_male,mamin-sibirjak-malenkaja-pravda_fem,2,undirected
ostrovsky-bednaja-nevesta_male,ostrovsky-bednaja-nevesta_fem,3,undirected
ostrovsky-bednaja-nevesta_male,ostrovsky-bogatye-nevesty_male,5,undirected
ostrovsky-bednaja-nevesta_male,ostrovsky-neozhidannyj-sluchaj_fem,2,undirected
ostrovsky-bednaja-nevesta_male,ostrovsky-neozhidannyj-sluchaj_male,2,undirected
