"ostrovsky-bednaja-nevesta_fem" "ostrovsky-bednaja-nevesta_male" "ostrovsky-bednost-ne-porok_fem" "ostrovsky-bednost-ne-porok_male" "ostrovsky-beshenye-dengi_fem" "ostrovsky-beshenye-dengi_male" "ostrovsky-bespridannitsa_fem" "ostrovsky-bespridannitsa_male" "ostrovsky-bez-viny-vinovatye_fem" "ostrovsky-bez-viny-vinovatye_male" "ostrovsky-bogatye-nevesty_fem" "ostrovsky-bogatye-nevesty_male" "ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_fem" "ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male" "ostrovsky-dohodnoe-mesto_fem" "ostrovsky-dohodnoe-mesto_male" "ostrovsky-goryachee-serdce_fem" "ostrovsky-goryachee-serdce_male" "ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem" "ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male" "ostrovsky-groza_fem" "ostrovsky-groza_male" "ostrovsky-les_fem" "ostrovsky-les_male" "ostrovsky-na-bojkom-meste_fem" "ostrovsky-na-bojkom-meste_male" "ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_fem" "ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male" "ostrovsky-ne-ot-mira-sego_fem" "ostrovsky-ne-ot-mira-sego_male" "ostrovsky-ne-soshlis-harakterami_fem" "ostrovsky-ne-soshlis-harakterami_male" "ostrovsky-ne-tak-zhivi-kak-hochetsya_fem" "ostrovsky-ne-tak-zhivi-kak-hochetsya_male" "ostrovsky-ne-v-svoi-sani-ne-sadis_fem" "ostrovsky-ne-v-svoi-sani-ne-sadis_male" "ostrovsky-neozhidannyj-sluchaj_fem" "ostrovsky-neozhidannyj-sluchaj_male" "ostrovsky-nevolnicy_fem" "ostrovsky-nevolnicy_male" "ostrovsky-poslednyaya-zhertva_fem" "ostrovsky-poslednyaya-zhertva_male" "ostrovsky-pozdnyaya-lyubov_fem" "ostrovsky-pozdnyaya-lyubov_male" "ostrovsky-prazdnichnyj-son-do-obeda_fem" "ostrovsky-prazdnichnyj-son-do-obeda_male" "ostrovsky-puchina_fem" "ostrovsky-puchina_male" "ostrovsky-semejnaya-kartina_fem" "ostrovsky-semejnaya-kartina_male" "ostrovsky-shutniki_fem" "ostrovsky-shutniki_male" "ostrovsky-snegurochka_fem" "ostrovsky-snegurochka_male" "ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem" "ostrovsky-staryj-drug-luchshe-novyh-dvuh_male" "ostrovsky-svoi-ljudi_fem" "ostrovsky-svoi-ljudi_male" "ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem" "ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_male" "ostrovsky-trudovoj-hleb_fem" "ostrovsky-trudovoj-hleb_male" "ostrovsky-tyazhelye-dni_fem" "ostrovsky-tyazhelye-dni_male" "ostrovsky-utro-molodogo-cheloveka_male" "ostrovsky-v-chuzhom-piru-pohmelje_fem" "ostrovsky-v-chuzhom-piru-pohmelje_male" "ostrovsky-volki-i-ovtsy_fem" "ostrovsky-volki-i-ovtsy_male" "ostrovsky-vospitannica_fem" "ostrovsky-vospitannica_male" "ostrovsky-za-chem-pojdesh-to-i-najdesh_fem" "ostrovsky-za-chem-pojdesh-to-i-najdesh_male"
"хошь" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00695652173913044 0 0 0 0 0 0.00791514959632737 0 0 0 0 0 0 0 0 0.0256147540983607 0 0 0.013883104262113 0 0 0 0.0143947027493882 0 0 0 0 0 0 0 0 0 0 0 0.0259504346697807 0 0 0 0 0.0156641604010025 0.0513557929334429 0.022583559168925 0 0 0 0 0 0.0343170899107756 0 0 0 0 0 0 0 0
"целую" 0 0 0 0 0 0.0178046826315321 0 0 0 0 0.0370851103282032 0.0158077774264938 0 0 0.0138504155124654 0.0106010813102937 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0144175317185698 0 0 0 0.0245941957697983 0 0 0 0.0197589409207666 0 0.0143947027493882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0489955903968643 0 0.016498927569708 0
"цены" 0 0 0 0 0.0303859009419629 0 0 0 0.013259082471493 0 0 0 0 0.0126614332742466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0118315191670611 0 0 0 0 0.0182448458310527 0 0 0 0 0 0 0 0 0.0403877221324717 0.015044380923725 0 0 0 0.0102711585866886 0 0 0 0 0 0 0.0343170899107756 0 0 0.010530749789385 0.0190114068441065 0 0 0 0
"человеке" 0 0 0 0 0 0 0 0.0091324200913242 0 0 0 0.0158077774264938 0 0.00633071663712332 0 0.0212021626205873 0 0 0 0 0 0 0 0.00791514959632737 0 0 0 0.00955931555300641 0 0 0 0 0 0 0 0.013883104262113 0 0 0 0 0.0112120192846732 0.00964041260965969 0 0 0 0 0 0 0 0 0 0 0 0 0.0395100750691426 0 0 0 0 0 0.025490695895998 0 0 0 0 0 0.0295508274231678 0 0 0 0 0 0
"честные" 0 0 0 0 0 0.0178046826315321 0 0 0 0 0 0 0 0.01899214991137 0 0.031803243930881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00964041260965969 0 0 0 0 0 0.0118680275338239 0 0 0 0 0.0201938610662359 0.0601775236949 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"чета" 0.00870549316618786 0.0131457867753385 0.0292483182217023 0 0 0 0 0 0 0 0 0 0 0.0253228665484933 0.0138504155124654 0 0 0 0 0 0 0 0.0147167034584253 0.00791514959632737 0 0 0 0 0 0 0 0 0 0 0.0361663652802893 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0539956803455724 0 0 0 0.0201938610662359 0.015044380923725 0 0 0 0 0 0 0 0 0 0 0.0343170899107756 0 0 0 0 0 0 0 0
"шестьдесят" 0 0 0.0584966364434045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013883104262113 0 0 0 0 0 0 0 0 0.0275103163686382 0 0.0547945205479452 0 0 0 0.0287521564117309 0.0648760866744518 0 0 0 0 0 0 0 0 0 0.0142775556824672 0 0 0 0 0 0.010530749789385 0 0 0 0.016498927569708 0
"шли" 0 0 0 0 0 0 0 0 0 0.0109649122807018 0 0 0 0.0316535831856166 0 0 0 0 0 0 0 0 0 0 0 0 0.0195388823759281 0 0 0 0 0 0 0 0 0.013883104262113 0 0 0 0 0.0112120192846732 0.00964041260965969 0.0175469380593086 0 0.0275103163686382 0 0 0.0118680275338239 0 0 0 0.0129752173348904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.016498927569708 0
"юлий" 0 0 0 0 0 0 0.253456221198157 0.0365296803652968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"юрий" 0 0 0 0 0 0 0 0 0 0 0.148340441312813 0.0632311097059753 0 0.01899214991137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"алексеевна" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.133079847908745 0 0 0 0
"алексис" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.206033848417954 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"барышню" 0.0348219726647515 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0138504155124654 0 0 0.00695652173913044 0 0 0 0 0 0.0158302991926547 0 0.0191021967526266 0.0195388823759281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0131700250230475 0 0 0.0102711585866886 0 0 0 0 0 0 0 0 0 0 0.0190114068441065 0 0 0 0
"белогубов" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.110803324099723 0.0636064878617619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"богатстве" 0.00870549316618786 0.0131457867753385 0 0 0.0151929504709815 0 0 0 0 0 0.0185425551641016 0 0 0 0 0.0106010813102937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0256147540983607 0 0.0723327305605787 0 0 0 0.0118315191670611 0 0.0112120192846732 0 0 0 0 0.0524658971668416 0 0 0 0 0 0 0 0.015044380923725 0 0 0 0 0 0 0 0.0142775556824672 0 0 0 0 0 0 0 0 0.0375657400450789 0 0
"больших" 0 0 0 0 0.0303859009419629 0.00890234131576605 0 0 0.013259082471493 0 0 0 0.0984251968503937 0 0 0 0 0 0.0163719711853307 0 0 0.0160668380462725 0 0 0 0 0 0 0 0 0.0362450163102573 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0118680275338239 0 0 0 0 0 0 0.0131700250230475 0 0 0 0.022583559168925 0 0 0 0 0 0 0 0 0.010530749789385 0.00950570342205323 0 0 0 0.0250563768479078
"большого" 0.00870549316618786 0 0 0 0 0 0 0.0182648401826484 0 0.0219298245614035 0 0 0 0 0 0 0 0.00695652173913044 0 0 0 0 0.0147167034584253 0 0 0 0 0.00955931555300641 0 0 0 0 0 0 0 0 0 0 0.0118315191670611 0 0.0112120192846732 0 0 0.0182448458310527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022583559168925 0 0 0 0 0 0 0 0 0 0.00950570342205323 0 0 0.016498927569708 0
"брак" 0 0 0 0 0 0.0267070239472981 0 0.0091324200913242 0 0 0 0 0 0 0 0.0106010813102937 0 0 0 0 0 0 0 0 0 0 0 0.047796577765032 0 0.0144175317185698 0 0 0 0 0 0 0 0 0 0 0 0.00964041260965969 0 0 0 0 0 0 0 0 0 0 0 0.03008876184745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"братом" 0 0 0 0.0293901542983101 0 0 0 0 0 0 0 0 0 0 0 0.0106010813102937 0 0.0139130434782609 0 0 0 0 0 0 0 0.0191021967526266 0 0.00955931555300641 0 0 0 0 0 0 0 0 0 0.0197589409207666 0 0 0 0 0 0 0 0.0524658971668416 0 0 0 0 0 0 0 0 0 0.0661375661375661 0 0 0 0 0 0 0 0 0 0 0.0295508274231678 0.010530749789385 0.00950570342205323 0 0 0 0
"бумагу" 0.00870549316618786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0106010813102937 0 0.00695652173913044 0 0 0 0 0 0 0 0 0 0.0191186311060128 0 0 0 0 0 0 0 0 0 0 0 0.0143947027493882 0 0 0.0175469380593086 0 0 0 0 0.0474721101352955 0 0 0 0.0129752173348904 0 0 0 0 0 0 0 0 0 0 0.0541711809317443 0 0 0 0.0295508274231678 0 0 0 0 0 0
"бутылку" 0.00870549316618786 0 0 0 0 0.0356093652630642 0.0460829493087558 0.0091324200913242 0 0 0 0 0 0 0 0.0212021626205873 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0144175317185698 0 0 0 0 0 0.027766208524226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0330687830687831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"васильевну" 0 0 0 0 0 0 0 0 0 0 0.0185425551641016 0.142269996838445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0576701268742791 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"веди" 0 0 0 0.014695077149155 0 0 0 0 0.0265181649429859 0 0 0 0 0.00633071663712332 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00955931555300641 0 0 0.0362450163102573 0 0 0 0 0.013883104262113 0 0 0 0 0 0 0 0 0 0 0 0.0118680275338239 0 0 0 0 0 0.03008876184745 0 0 0.0156641604010025 0 0 0 0 0 0 0 0.0343170899107756 0 0 0.010530749789385 0 0 0 0.016498927569708 0
"ведут" 0 0 0 0 0 0.00890234131576605 0 0 0 0.0109649122807018 0 0 0 0.01899214991137 0 0 0 0 0 0 0 0 0 0 0 0.0191021967526266 0.0195388823759281 0.0382372622120256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0131700250230475 0.0330687830687831 0 0 0 0.0441306266548985 0 0 0 0 0 0 0 0 0 0 0 0 0
"велено" 0 0 0 0 0 0.0267070239472981 0 0.0273972602739726 0 0 0 0 0 0 0 0 0 0.0139130434782609 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0491883915395967 0 0 0 0 0 0 0 0.00964041260965969 0 0 0 0 0 0 0 0 0 0 0 0.015044380923725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0190114068441065 0 0 0 0
"вера" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01899214991137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0278862242052426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0287521564117309 0.116776956014013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"вечно" 0.0261164794985636 0 0 0 0 0 0 0.0091324200913242 0 0 0.0185425551641016 0.0158077774264938 0 0 0 0.0212021626205873 0 0 0 0 0 0 0.0147167034584253 0 0 0 0 0 0 0 0.0362450163102573 0 0 0 0.0361663652802893 0 0 0.0197589409207666 0 0 0 0 0 0 0 0 0.0273972602739726 0 0 0 0 0 0 0.015044380923725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"водку" 0 0.026291573550677 0 0 0 0.00890234131576605 0 0 0 0.0109649122807018 0 0 0 0 0 0.0212021626205873 0.0256476019492177 0.00695652173913044 0 0 0 0 0 0 0 0.0191021967526266 0 0 0 0 0 0.0351864883884588 0 0 0 0 0 0 0 0 0.0112120192846732 0.00964041260965969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0102711585866886 0 0 0 0.0142775556824672 0 0 0 0 0 0 0 0 0 0 0
"воспитание" 0 0 0 0 0 0 0 0.0091324200913242 0 0.0109649122807018 0 0 0 0 0.0415512465373961 0.0106010813102937 0 0.00695652173913044 0 0 0 0 0.0294334069168506 0 0 0 0 0 0 0.0144175317185698 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0273972602739726 0 0 0 0 0 0 0 0.0131700250230475 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0751314800901578 0 0
"вроде" 0 0 0 0 0 0 0 0.0091324200913242 0 0.0328947368421053 0.0185425551641016 0 0 0 0 0 0 0.00695652173913044 0 0.0119803522223553 0.0139958012596221 0 0.0147167034584253 0.00791514959632737 0 0 0 0.00955931555300641 0 0 0 0 0 0 0 0 0 0 0 0.0143947027493882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0142775556824672 0 0 0 0 0 0 0 0 0 0.016498927569708 0
"встретить" 0 0.0131457867753385 0 0 0 0 0 0 0 0 0 0.0158077774264938 0 0 0 0 0 0 0.0327439423706614 0 0 0 0 0 0 0 0.0195388823759281 0.00955931555300641 0 0.0144175317185698 0 0 0 0 0 0 0 0 0.0236630383341221 0.0143947027493882 0 0 0.0175469380593086 0 0 0 0 0 0 0 0 0 0 0.015044380923725 0 0 0 0 0 0 0 0.0142775556824672 0.0541711809317443 0 0 0 0 0 0 0 0 0 0
"всяким" 0 0 0 0 0 0.00890234131576605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0160668380462725 0 0 0.0217060994139353 0 0 0 0 0 0 0.0351864883884588 0 0.0245941957697983 0 0.055532417048452 0 0 0 0 0 0 0 0 0 0 0.0273972602739726 0 0 0 0 0 0.0201938610662359 0 0 0 0 0.0102711585866886 0 0 0 0.0285551113649343 0 0 0 0 0 0 0 0 0 0 0
"выгнали" 0 0 0 0 0 0 0 0 0 0.0109649122807018 0 0 0 0 0 0 0 0 0.0327439423706614 0 0 0 0 0.00791514959632737 0 0 0 0 0 0 0 0 0 0.0245941957697983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0102711585866886 0 0 0 0 0 0.0155400155400155 0 0 0.0295508274231678 0.02106149957877 0 0 0.112697220135237 0 0.0250563768479078
"гимназии" 0 0.0131457867753385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0294334069168506 0.0237454487889821 0 0 0 0.0286779466590192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0131700250230475 0 0 0 0 0 0.025490695895998 0.0428326670474015 0 0 0 0 0 0 0 0 0 0 0
"глазам" 0 0 0 0 0 0 0 0 0 0.0109649122807018 0 0 0 0 0 0.0106010813102937 0 0 0 0.0119803522223553 0.0139958012596221 0 0 0 0 0 0.0195388823759281 0 0 0.0144175317185698 0 0 0 0 0.0361663652802893 0 0 0 0 0 0.0112120192846732 0 0.0175469380593086 0 0 0 0 0.0118680275338239 0 0 0 0.0129752173348904 0 0 0 0 0 0 0 0 0 0 0 0 0.0343170899107756 0 0 0.010530749789385 0.00950570342205323 0 0 0 0
"горит" 0 0 0 0 0 0.00890234131576605 0 0 0 0 0 0 0 0.0253228665484933 0 0 0 0 0 0.0119803522223553 0 0 0 0 0.0217060994139353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00964041260965969 0.0175469380593086 0.0182448458310527 0 0.0524658971668416 0 0 0 0 0 0 0.0605815831987076 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"дамами" 0 0.0131457867753385 0 0 0 0.00890234131576605 0 0 0 0.0109649122807018 0 0 0 0 0.0138504155124654 0 0 0 0 0 0 0 0 0 0 0 0.0195388823759281 0.00955931555300641 0 0.0288350634371396 0 0 0 0 0 0 0 0 0.0236630383341221 0 0 0.0289212378289791 0 0 0.0275103163686382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"даю" 0 0 0 0 0 0 0 0 0 0 0 0.0158077774264938 0 0 0 0 0 0 0 0 0 0.0160668380462725 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013883104262113 0 0 0 0 0 0.0289212378289791 0.0175469380593086 0 0 0 0 0 0 0 0 0.0129752173348904 0 0 0.0131700250230475 0 0.0156641604010025 0.0102711585866886 0 0 0 0 0 0.0155400155400155 0 0 0.0295508274231678 0 0.00950570342205323 0 0 0 0
"де" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0696378830083565 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0539956803455724 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0190114068441065 0 0 0 0
"девок" 0 0 0 0.014695077149155 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00695652173913044 0 0 0 0.0160668380462725 0 0 0 0.0191021967526266 0 0 0 0 0 0 0.102459016393443 0.0245941957697983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0601775236949 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0375657400450789 0 0
"делами" 0.00870549316618786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0106010813102937 0 0.00695652173913044 0 0 0 0 0.0147167034584253 0 0 0 0.0390777647518562 0.00955931555300641 0 0.0144175317185698 0 0 0 0.0245941957697983 0 0 0 0 0 0.0287894054987765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0131700250230475 0 0 0 0 0 0 0 0 0.0155400155400155 0 0.0318979266347687 0 0 0 0 0 0 0
"добром" 0.00870549316618786 0 0 0 0 0 0 0 0.013259082471493 0.0109649122807018 0 0 0 0 0 0.0106010813102937 0 0.00695652173913044 0 0 0 0.0160668380462725 0 0 0 0 0 0 0 0 0.0362450163102573 0 0 0.0245941957697983 0 0 0 0 0 0 0.0112120192846732 0 0.0175469380593086 0 0 0 0 0 0 0 0 0.0129752173348904 0 0 0 0 0 0.0205423171733772 0 0 0 0 0 0.0155400155400155 0 0 0 0 0 0 0 0 0
"докажу" 0.00870549316618786 0.0131457867753385 0 0 0 0.00890234131576605 0 0 0.013259082471493 0 0 0 0 0 0 0.0106010813102937 0.0256476019492177 0 0 0.0119803522223553 0 0 0 0 0 0.0191021967526266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00964041260965969 0 0 0 0 0 0.0118680275338239 0 0 0 0 0 0 0 0 0 0 0 0 0.025490695895998 0 0 0.0155400155400155 0 0 0 0.010530749789385 0 0 0 0.016498927569708 0
"достаточно" 0 0 0 0 0.0151929504709815 0.0178046826315321 0 0 0.013259082471493 0.0219298245614035 0 0.0158077774264938 0 0 0.0138504155124654 0 0 0.0139130434782609 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00964041260965969 0.0175469380593086 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0142775556824672 0 0.0155400155400155 0 0 0 0 0 0 0 0 0
"достоинства" 0 0 0 0 0.0607718018839259 0.00890234131576605 0 0.0091324200913242 0 0.0109649122807018 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0473260766682442 0 0 0 0.0175469380593086 0 0 0 0 0.0118680275338239 0 0 0 0 0 0 0 0 0 0 0 0 0.025490695895998 0 0 0 0 0 0 0 0 0 0 0 0
"ждешь" 0.00870549316618786 0 0 0 0 0 0 0 0 0.0109649122807018 0 0 0 0.00633071663712332 0 0 0 0 0 0.0119803522223553 0 0 0 0.00791514959632737 0 0.0191021967526266 0 0 0 0.0288350634371396 0 0 0 0 0 0.013883104262113 0 0 0.0236630383341221 0 0 0 0 0 0 0 0.0273972602739726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0329978551394159 0
"желать" 0 0 0 0 0 0.00890234131576605 0 0.0091324200913242 0 0 0 0.0158077774264938 0 0 0 0.0106010813102937 0 0.00695652173913044 0 0 0 0 0 0 0 0 0.0195388823759281 0 0 0 0 0.0351864883884588 0 0 0 0 0 0 0 0.0287894054987765 0.0224240385693463 0.00964041260965969 0.0175469380593086 0.0182448458310527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"женись" 0.00870549316618786 0 0 0 0 0 0 0 0 0 0.0185425551641016 0 0 0 0 0 0 0 0 0 0 0.032133676092545 0 0.0158302991926547 0.0217060994139353 0 0 0 0 0 0 0 0.0256147540983607 0 0.0361663652802893 0.027766208524226 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0368459837877671 0 0 0 0 0 0 0 0 0 0 0.025490695895998 0 0 0 0 0 0.0295508274231678 0 0 0 0 0 0
"женитесь" 0 0.0131457867753385 0 0 0.0151929504709815 0 0 0 0 0 0.0185425551641016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0390777647518562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0658501251152377 0 0 0 0 0 0 0 0 0.0155400155400155 0 0.0318979266347687 0 0.010530749789385 0.00950570342205323 0 0 0 0
"забуду" 0.0174109863323757 0.0131457867753385 0 0.014695077149155 0 0.00890234131576605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0197589409207666 0 0 0.0224240385693463 0 0 0 0 0 0 0.0237360550676478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02106149957877 0 0.0326637269312429 0 0 0
"занять" 0 0 0 0 0 0.00890234131576605 0 0.0091324200913242 0 0.0109649122807018 0 0 0 0.00633071663712332 0 0.0106010813102937 0 0 0 0 0 0 0 0 0 0 0 0 0.0278862242052426 0 0 0 0 0 0 0 0 0 0 0 0.0224240385693463 0.00964041260965969 0 0 0 0 0 0 0 0 0 0.0129752173348904 0 0 0 0 0 0 0 0 0 0.0285551113649343 0 0 0.0343170899107756 0 0 0 0.00950570342205323 0 0 0 0
"здорова" 0 0 0 0 0 0 0 0 0.0397772474144789 0 0 0 0 0 0 0 0 0 0 0 0.0279916025192442 0 0.0147167034584253 0.00791514959632737 0 0 0 0 0.0278862242052426 0.0288350634371396 0 0 0 0 0.0361663652802893 0 0 0 0 0 0.0112120192846732 0.00964041260965969 0 0.0182448458310527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"зимой" 0 0 0 0 0.0303859009419629 0 0 0 0.013259082471493 0.0109649122807018 0.0185425551641016 0 0 0 0 0 0 0 0 0.0119803522223553 0 0 0 0.00791514959632737 0 0 0 0 0 0 0 0.0351864883884588 0 0 0 0 0 0 0 0 0 0 0.0175469380593086 0 0 0.104931794333683 0 0 0 0 0 0 0.0201938610662359 0 0 0 0 0.0102711585866886 0.022583559168925 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"известный" 0 0.0131457867753385 0 0 0.0151929504709815 0 0 0 0 0 0 0.0158077774264938 0 0.00633071663712332 0 0 0 0 0.0163719711853307 0 0 0 0 0 0 0 0 0 0 0 0 0.0351864883884588 0 0 0 0 0 0 0 0 0 0 0 0.0182448458310527 0 0 0 0.0118680275338239 0 0 0 0.0129752173348904 0 0 0 0 0 0 0 0 0 0 0 0.0310800310800311 0.0343170899107756 0.0637958532695375 0 0 0 0 0 0 0
"имела" 0 0 0 0 0 0 0 0.0091324200913242 0.013259082471493 0 0.0185425551641016 0.0158077774264938 0 0 0.0277008310249307 0 0 0 0.0163719711853307 0 0 0 0.0147167034584253 0 0 0 0.0390777647518562 0 0 0 0.0362450163102573 0 0 0 0 0 0 0 0 0 0 0.00964041260965969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0142775556824672 0 0 0 0 0 0.010530749789385 0 0 0 0 0
"кабинете" 0 0 0 0 0 0.00890234131576605 0 0.0091324200913242 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0195388823759281 0.0191186311060128 0.0278862242052426 0.0144175317185698 0 0 0 0 0 0 0 0 0.0118315191670611 0.0719735137469411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.010530749789385 0 0 0 0 0
